ds	vid	docid	20191224	20191225	20191226	20191227
20191224	1688850439557174	w2_ADYAUAaHACIuE6YAxuYS2aU5Q6n02	1688850439557174	1688850439557174	1688850439557174	\N
20191223	1688850439615011	w2_ACMAMgaIACImVptQtNcSd0QYSj9dQ	1688850439615011	\N	\N	\N
20191223	1688850439615011	e2_ACMAMgaIACIMKP6vICwREuu0KtsAP	1688850439615011	\N	\N	\N
20191224	1688850440656436	e2_ADQAFgaYACItRXfRwqlQgq7LiCm7M	1688850440656436	\N	1688850440656436	\N
20191224	1688850440656436	e2_ADQAFgaYACItRXfRwqlQgq7LiCm7M	1688850440656436	\N	1688850440656436	\N
20191224	1688850440656436	w2_ADQAFgaYACIFZ0KLvPKSNiVbeCfuR	1688850440656436	\N	1688850440656436	\N
20191224	1688850440656436	w2_ADQAFgaYACIFZ0KLvPKSNiVbeCfuR	1688850440656436	\N	1688850440656436	\N
20191223	1688850440657428	e2_ABQAGgaYACIUxqcyoFyTQSFFUYoeM	1688850440657428	\N	1688850440657428	\N
20191224	1688850441644352	w2_AEAAKQanACI61071KeFSqCVZdyny0	1688850441644352	\N	\N	\N
20191224	1688850441644352	w2_AEAAKQanACI61071KeFSqCVZdyny0	1688850441644352	\N	\N	\N
20191224	1688850441644356	e2_AEQAKQanACI24Haic4nT02h1Q9UEN	1688850441644356	\N	\N	\N
20191224	1688850441644356	e2_AEQAKQanACI24Haic4nT02h1Q9UEN	1688850441644356	\N	\N	\N
20191224	1688850442404506	e2_AJoAwgayACIXFJMWOn3QYO61YRfTZ	1688850442404506	\N	\N	\N
20191224	1688850442461142	e2_ANYAnwazACIes36gf4aT6SwWmp0rg	1688850442461142	\N	\N	\N
20191224	1688850442461142	e2_ANYAnwazACIes36gf4aT6SwWmp0rg	1688850442461142	\N	\N	\N
20191223	1688850443612639	e2_AN8AMQbFACIsOrVg2uyQ7SFDRf00Q	\N	\N	\N	\N
20191223	1688850443634282	e2_AGoAhgbFACIHMvOSb8ARHW1nd3slx	\N	\N	\N	\N
20191223	1688850443634282	w2_AGoAhgbFACITRO0Uc05QsO0W4tSdY	\N	\N	\N	\N
20191223	1688850443650650	e2_AFoAxgbFACI0ZSkUgJMT8Cqi8jMvK	\N	\N	\N	\N
20191223	1688850443652263	w2_AKcAzAbFACI3Y3mtrdrTpiWa9hwg4	\N	\N	\N	\N
20191224	1688850443657713	e2_APEA4QbFACIiougPyuJS3mhEQqiMD	1688850443657713	1688850443657713	1688850443657713	1688850443657713
20191224	1688850443657713	e2_APEA4QbFACIiougPyuJS3mhEQqiMD	1688850443657713	1688850443657713	1688850443657713	1688850443657713
20191224	1688850443657713	e2_APEA4QbFACI9uPIdSv7TI2FPoWp5K	1688850443657713	1688850443657713	1688850443657713	1688850443657713
20191224	1688850443657713	e2_APEA4QbFACI9uPIdSv7TI2FPoWp5K	1688850443657713	1688850443657713	1688850443657713	1688850443657713
20191224	1688850443657713	e2_APEA4QbFACIKyRHufNlSZShFeo22q	1688850443657713	1688850443657713	1688850443657713	1688850443657713
20191224	1688850443657713	e2_APEA4QbFACIKyRHufNlSZShFeo22q	1688850443657713	1688850443657713	1688850443657713	1688850443657713
20191224	1688850443660442	e2_AJoA7AbFACIOgI6IE0OSEGFXk0KS1	1688850443660442	\N	\N	1688850443660442
20191224	1688850444282742	w2_AHYAawbPACIHpdYeW4QTzejcoiEjY	1688850444282742	\N	\N	\N
20191224	1688850444282742	w2_AHYAawbPACIHpdYeW4QTzejcoiEjY	1688850444282742	\N	\N	\N
20191223	1688850444283837	w2_AL0AbwbPACISCQ25L0sTuCeIjxnn9	\N	\N	1688850444283837	\N
20191224	1688850444303091	e2_APMAugbPACIQEzk6sIFS0qWkN3JJk	1688850444303091	\N	\N	\N
20191224	1688850444303091	e2_APMAugbPACIQEzk6sIFS0qWkN3JJk	1688850444303091	\N	\N	\N
20191224	1688850444303091	w2_APMAugbPACIee51KUxzRVmOGzzxaI	1688850444303091	\N	\N	\N
20191224	1688850444303091	w2_APMAugbPACIee51KUxzRVmOGzzxaI	1688850444303091	\N	\N	\N
20191224	1688850444303091	e2_APMAugbPACIVQW8p6maRxeob2YLIC	1688850444303091	\N	\N	\N
20191224	1688850444303091	e2_APMAugbPACIVQW8p6maRxeob2YLIC	1688850444303091	\N	\N	\N
20191224	1688850444466279	w2_AGcAOAbSACIadJY6DbRSoixB0dLW6	1688850444466279	1688850444466279	\N	\N
20191224	1688850444944085	e2_ANUAggbZACIN61VCNYtQwuH7dQTBY	1688850444944085	\N	\N	\N
20191224	1688850445301640	w2_AIgA9wbeACI1kF6xkPnQkaa8Y9Yea	1688850445301640	\N	\N	\N
20191223	1688850445333117	w2_AH0AcgbfACIqOGmE1eBQRigXlqHm8	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIqOGmE1eBQRigXlqHm8	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIqOGmE1eBQRigXlqHm8	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIqOGmE1eBQRigXlqHm8	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIqOGmE1eBQRigXlqHm8	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIqOGmE1eBQRigXlqHm8	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIqOGmE1eBQRigXlqHm8	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIqOGmE1eBQRigXlqHm8	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIqOGmE1eBQRigXlqHm8	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIqOGmE1eBQRigXlqHm8	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIqOGmE1eBQRigXlqHm8	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIqOGmE1eBQRigXlqHm8	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIqOGmE1eBQRigXlqHm8	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIqOGmE1eBQRigXlqHm8	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIqOGmE1eBQRigXlqHm8	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIqOGmE1eBQRigXlqHm8	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIHgsiLBKbS62oDWOzCi	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIHgsiLBKbS62oDWOzCi	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIHgsiLBKbS62oDWOzCi	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIHgsiLBKbS62oDWOzCi	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIHgsiLBKbS62oDWOzCi	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIHgsiLBKbS62oDWOzCi	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIHgsiLBKbS62oDWOzCi	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIHgsiLBKbS62oDWOzCi	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIHgsiLBKbS62oDWOzCi	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIHgsiLBKbS62oDWOzCi	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIHgsiLBKbS62oDWOzCi	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIHgsiLBKbS62oDWOzCi	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIHgsiLBKbS62oDWOzCi	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIHgsiLBKbS62oDWOzCi	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIHgsiLBKbS62oDWOzCi	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIHgsiLBKbS62oDWOzCi	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACI9W708gF0Qk0AWFBIiG	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACI9W708gF0Qk0AWFBIiG	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACI9W708gF0Qk0AWFBIiG	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACI9W708gF0Qk0AWFBIiG	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACI9W708gF0Qk0AWFBIiG	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACI9W708gF0Qk0AWFBIiG	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACI9W708gF0Qk0AWFBIiG	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACI9W708gF0Qk0AWFBIiG	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACI9W708gF0Qk0AWFBIiG	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACI9W708gF0Qk0AWFBIiG	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACI9W708gF0Qk0AWFBIiG	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACI9W708gF0Qk0AWFBIiG	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACI9W708gF0Qk0AWFBIiG	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACI9W708gF0Qk0AWFBIiG	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACI9W708gF0Qk0AWFBIiG	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACI9W708gF0Qk0AWFBIiG	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIG8nPu0GMSRG6clwwiW	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIG8nPu0GMSRG6clwwiW	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIG8nPu0GMSRG6clwwiW	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIG8nPu0GMSRG6clwwiW	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIG8nPu0GMSRG6clwwiW	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIG8nPu0GMSRG6clwwiW	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIG8nPu0GMSRG6clwwiW	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIG8nPu0GMSRG6clwwiW	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIG8nPu0GMSRG6clwwiW	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIG8nPu0GMSRG6clwwiW	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIG8nPu0GMSRG6clwwiW	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIG8nPu0GMSRG6clwwiW	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIG8nPu0GMSRG6clwwiW	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIG8nPu0GMSRG6clwwiW	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIG8nPu0GMSRG6clwwiW	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIG8nPu0GMSRG6clwwiW	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIMCdesbYoSiKCIywlDP	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIMCdesbYoSiKCIywlDP	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIMCdesbYoSiKCIywlDP	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIMCdesbYoSiKCIywlDP	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIMCdesbYoSiKCIywlDP	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIMCdesbYoSiKCIywlDP	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIMCdesbYoSiKCIywlDP	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIMCdesbYoSiKCIywlDP	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIMCdesbYoSiKCIywlDP	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIMCdesbYoSiKCIywlDP	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIMCdesbYoSiKCIywlDP	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIMCdesbYoSiKCIywlDP	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIMCdesbYoSiKCIywlDP	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIMCdesbYoSiKCIywlDP	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIMCdesbYoSiKCIywlDP	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445333117	w2_AH0AcgbfACIMCdesbYoSiKCIywlDP	1688850445333117	1688850445333117	1688850445333117	1688850445333117
20191223	1688850445363546	e2_AFoA6QbfACIJVTsw1bWSqe7pzwsTJ	\N	\N	\N	\N
20191224	1688850445414699	w2_ACsAsQbgACITyvvYtVvTNmQOKQNB8	1688850445414699	\N	\N	\N
20191224	1688850445414699	w2_ACsAsQbgACITyvvYtVvTNmQOKQNB8	1688850445414699	\N	\N	\N
20191224	1688850445414699	e2_ACsAsQbgACIyeZv6ox8TOqZbJQwqd	1688850445414699	\N	\N	\N
20191224	1688850445414699	e2_ACsAsQbgACIyeZv6ox8TOqZbJQwqd	1688850445414699	\N	\N	\N
20191223	1688850445700862	w2_AP4ADgblACIOt8EtVlNQjm3vDAugb	\N	\N	\N	\N
20191224	1688850445702968	w2_ADgAFwblACI1ssGtbduRgSgJBDCTO	1688850445702968	\N	\N	\N
20191224	1688850445702968	w2_ADgAFwblACI1ssGtbduRgSgJBDCTO	1688850445702968	\N	\N	\N
20191224	1688850445704150	w2_ANYAGwblACIVTUOx4noSJyxm7oJek	1688850445704150	\N	\N	\N
20191224	1688850445704150	w2_ANYAGwblACIVTUOx4noSJyxm7oJek	1688850445704150	\N	\N	\N
20191224	1688850445704160	w2_AOAAGwblACIXQy6rnm7SzCqoGgFGG	1688850445704160	\N	\N	\N
20191223	1688850445706428	w2_ALwAJAblACIjJ20j9QjRLuuDx0oOR	1688850445706428	1688850445706428	1688850445706428	1688850445706428
20191223	1688850445706428	e2_ALwAJAblACITeoZvTc1S8GZLf3UU3	1688850445706428	1688850445706428	1688850445706428	1688850445706428
20191223	1688850445706428	e2_ALwAJAblACIeiWSMNqDSjiW1nMisy	1688850445706428	1688850445706428	1688850445706428	1688850445706428
20191223	1688850445706428	e2_ALwAJAblACIc0yRrbXdR0Gxso4dna	1688850445706428	1688850445706428	1688850445706428	1688850445706428
20191223	1688850446396238	e2_AE4AqwbvACIABGjo9bXQcaw8rxzDc	1688850446396238	1688850446396238	1688850446396238	\N
20191224	1688850446614591	e2_AD8AAAbzACIczocJPYoSGyBMKyWCF	1688850446614591	\N	\N	\N
20191224	1688850446614591	e2_AD8AAAbzACIczocJPYoSGyBMKyWCF	1688850446614591	\N	\N	\N
20191223	1688850447455213	w2_AO0A0wb-ACImRX4OZ8UQKaE3k1xnV	\N	\N	\N	\N
20191223	1688850447456812	e2_ACwA2gb-ACIUJ0aSn1RRiOzoTrB4J	1688850447456812	\N	1688850447456812	1688850447456812
20191223	1688850447456812	e2_ACwA2gb-ACIUJ0aSn1RRiOzoTrB4J	1688850447456812	\N	1688850447456812	1688850447456812
20191223	1688850447456812	w2_ACwA2gb-ACIden60gqhSs6Esc60jS	1688850447456812	\N	1688850447456812	1688850447456812
20191223	1688850447456812	w2_ACwA2gb-ACIden60gqhSs6Esc60jS	1688850447456812	\N	1688850447456812	1688850447456812
20191223	1688850447456812	w2_ACwA2gb-ACIZN0BZkslSQWbsFjeNy	1688850447456812	\N	1688850447456812	1688850447456812
20191223	1688850447456812	w2_ACwA2gb-ACIZN0BZkslSQWbsFjeNy	1688850447456812	\N	1688850447456812	1688850447456812
20191223	1688850447458122	w2_AEoA3wb-ACIKAS3bHqVThOgmriO3e	\N	\N	\N	1688850447458122
20191223	1688850448373594	w2_AFoA1wYNACMq5sdoijLRP0suJN7PL	1688850448373594	\N	\N	\N
20191223	1688850448553773	e2_AC0AlwYQACMcszCWbMATea0Q970p8	\N	\N	\N	\N
20191223	1688850448553773	e2_AC0AlwYQACMt0EDwaTpSKmcEFOEQX	\N	\N	\N	\N
20191224	1688850449319328	e2_AKAARQYcACMGW0l9rgoQv072IDq1h	1688850449319328	\N	1688850449319328	\N
20191224	1688850449319328	e2_AKAARQYcACMGW0l9rgoQv072IDq1h	1688850449319328	\N	1688850449319328	\N
20191224	1688850449319328	w2_AKAARQYcACMH0iWXbKAQFGAp6I71N	1688850449319328	\N	1688850449319328	\N
20191224	1688850449319328	w2_AKAARQYcACMH0iWXbKAQFGAp6I71N	1688850449319328	\N	1688850449319328	\N
20191223	1688850449470191	w2_AO8AkgYeACM6n3fkMWFQCWcjhBivo	\N	\N	\N	\N
20191223	1688850449486478	w2_AI4A0gYeACMruw6rQ8oSjyyzAgYBN	1688850449486478	1688850449486478	1688850449486478	\N
20191223	1688850449486478	w2_AI4A0gYeACMruw6rQ8oSjyyzAgYBN	1688850449486478	1688850449486478	1688850449486478	\N
20191223	1688850449486478	w2_AI4A0gYeACMruw6rQ8oSjyyzAgYBN	1688850449486478	1688850449486478	1688850449486478	\N
20191223	1688850449486478	w2_AI4A0gYeACMruw6rQ8oSjyyzAgYBN	1688850449486478	1688850449486478	1688850449486478	\N
20191223	1688850449486478	w2_AI4A0gYeACMZF8EqnYxS1mR9AyRfZ	1688850449486478	1688850449486478	1688850449486478	\N
20191223	1688850449486478	w2_AI4A0gYeACMZF8EqnYxS1mR9AyRfZ	1688850449486478	1688850449486478	1688850449486478	\N
20191223	1688850449486478	w2_AI4A0gYeACMZF8EqnYxS1mR9AyRfZ	1688850449486478	1688850449486478	1688850449486478	\N
20191223	1688850449486478	w2_AI4A0gYeACMZF8EqnYxS1mR9AyRfZ	1688850449486478	1688850449486478	1688850449486478	\N
20191223	1688850449486478	w2_AI4A0gYeACMYGrlxYrLQWit2iyXvv	1688850449486478	1688850449486478	1688850449486478	\N
20191223	1688850449486478	w2_AI4A0gYeACMYGrlxYrLQWit2iyXvv	1688850449486478	1688850449486478	1688850449486478	\N
20191223	1688850449486478	w2_AI4A0gYeACMYGrlxYrLQWit2iyXvv	1688850449486478	1688850449486478	1688850449486478	\N
20191223	1688850449486478	w2_AI4A0gYeACMYGrlxYrLQWit2iyXvv	1688850449486478	1688850449486478	1688850449486478	\N
20191224	1688850450445028	e2_AOQAcgYtACMWhR16RxYTFyJNVgb8T	1688850450445028	\N	\N	1688850450445028
20191224	1688850450445028	w2_AOQAcgYtACMPYHKRqHZRIOuhceGdm	1688850450445028	\N	\N	1688850450445028
20191224	1688850450451986	w2_ABIAjgYtACMdY2d1ZXLRdW4ZhogIW	1688850450451986	\N	\N	\N
20191224	1688850450451986	w2_ABIAjgYtACMdY2d1ZXLRdW4ZhogIW	1688850450451986	\N	\N	\N
20191223	1688850450523009	e2_AIEAowYuACM9vccPpilQjWKZ7K9KZ	\N	\N	\N	\N
20191224	1688850451338492	w2_APwAFAY7ACM7R0W9DYHT4exv8MY3J	1688850451338492	\N	\N	1688850451338492
20191224	1688850451338492	w2_APwAFAY7ACM7R0W9DYHT4exv8MY3J	1688850451338492	\N	\N	1688850451338492
20191224	1688850451424988	e2_ANwAZgY8ACMosufBclmSy0hmqnCP5	1688850451424988	\N	\N	\N
20191223	1688850451470825	w2_AOkAGQY9ACMHlXohGJoQRmhr0gPaW	\N	\N	\N	\N
20191223	1688850451470842	w2_APoAGQY9ACMutKawFkQTY6BBxw13r	\N	\N	\N	1688850451470842
20191223	1688850452499773	w2_AD0AzQZMACMKtF8eeLwQl2zKZFi0r	\N	\N	\N	\N
20191223	1688850452584675	w2_AOMAGAZOACMMsLgAiQhS3WvB1vWYA	\N	\N	\N	\N
20191224	1688850453313527	e2_APcANwZZACMmrDs2a7oTy6rWOPlH8	1688850453313527	1688850453313527	\N	\N
20191224	1688850453313527	e2_APcANwZZACMZIBTpop0TNauKmxr6o	1688850453313527	1688850453313527	\N	\N
20191224	1688850453313527	e2_APcANwZZACMUrAHsXshQdCOHE7tLV	1688850453313527	1688850453313527	\N	\N
20191223	1688850453413619	w2_APMAvgZaACMZXw62rEHQI29EhyheL	\N	\N	\N	1688850453413619
20191223	1688850454716644	e2_AOQAoAZuACMh3BLtWvhRpuTyKsmkH	1688850454716644	\N	1688850454716644	1688850454716644
20191223	1688850454716644	e2_AOQAoAZuACMh3BLtWvhRpuTyKsmkH	1688850454716644	\N	1688850454716644	1688850454716644
20191223	1688850454716644	e2_AOQAoAZuACMh3BLtWvhRpuTyKsmkH	1688850454716644	\N	1688850454716644	1688850454716644
20191223	1688850454716644	e2_AOQAoAZuACMh3BLtWvhRpuTyKsmkH	1688850454716644	\N	1688850454716644	1688850454716644
20191223	1688850454716644	e2_AOQAoAZuACMh3BLtWvhRpuTyKsmkH	1688850454716644	\N	1688850454716644	1688850454716644
20191223	1688850454716644	e2_AOQAoAZuACMh3BLtWvhRpuTyKsmkH	1688850454716644	\N	1688850454716644	1688850454716644
20191223	1688850454716644	e2_AOQAoAZuACMh3BLtWvhRpuTyKsmkH	1688850454716644	\N	1688850454716644	1688850454716644
20191223	1688850454716644	e2_AOQAoAZuACMh3BLtWvhRpuTyKsmkH	1688850454716644	\N	1688850454716644	1688850454716644
20191223	1688850454716644	e2_AOQAoAZuACMo5KW8dLqQzWI5wRiF0	1688850454716644	\N	1688850454716644	1688850454716644
20191223	1688850454716644	e2_AOQAoAZuACMo5KW8dLqQzWI5wRiF0	1688850454716644	\N	1688850454716644	1688850454716644
20191223	1688850454716644	e2_AOQAoAZuACMo5KW8dLqQzWI5wRiF0	1688850454716644	\N	1688850454716644	1688850454716644
20191223	1688850454716644	e2_AOQAoAZuACMo5KW8dLqQzWI5wRiF0	1688850454716644	\N	1688850454716644	1688850454716644
20191223	1688850454716644	e2_AOQAoAZuACMo5KW8dLqQzWI5wRiF0	1688850454716644	\N	1688850454716644	1688850454716644
20191223	1688850454716644	e2_AOQAoAZuACMo5KW8dLqQzWI5wRiF0	1688850454716644	\N	1688850454716644	1688850454716644
20191223	1688850454716644	e2_AOQAoAZuACMo5KW8dLqQzWI5wRiF0	1688850454716644	\N	1688850454716644	1688850454716644
20191223	1688850454716644	e2_AOQAoAZuACMo5KW8dLqQzWI5wRiF0	1688850454716644	\N	1688850454716644	1688850454716644
20191223	1688850454787479	w2_AJcAtQZvACM2fnqMPP5QyqrY4Wr4m	\N	\N	\N	\N
20191223	1688850455287410	w2_AHIAVgZ3ACMrVJQZt2GTKGvHVXISc	\N	\N	\N	\N
20191223	1688850455486928	w2_ANAAYQZ6ACMY5MEbcDmTDCM9Nl085	\N	\N	\N	\N
20191223	1688850456490907	e2_AJsAswaJACMw3Me8GdmT2C1M0nsNM	\N	1688850456490907	\N	\N
20191223	1688850456490907	e2_AJsAswaJACMw3Me8GdmT2C1M0nsNM	\N	1688850456490907	\N	\N
20191223	1688850457593311	w2_AN8AhQaaACMqGvOvIJUSVyCLgfj1J	1688850457593311	\N	1688850457593311	\N
20191223	1688850458293182	e2_AL4AMwalACM200dyz37SYmV2YhV0w	\N	\N	\N	\N
20191223	1688850458293182	e2_AL4AMwalACMQX6n0He1Q3C3csA85P	\N	\N	\N	\N
20191223	1688850458456585	e2_AAkAsganACMxDcYAt02QeGOfdwQf5	\N	1688850458456585	\N	\N
20191223	1688850458456585	w2_AAkAsganACMEZ9FXb8NQ0K1dwLuiO	\N	1688850458456585	\N	\N
20191223	1688850458623418	w2_ALoAPQaqACMMTHWL6YGQdOH1f8Y9P	\N	\N	\N	\N
20191223	1688850458623418	w2_ALoAPQaqACM3658dd0GTsmEVfsTtN	\N	\N	\N	\N
20191223	1688850458820644	w2_ACQAQAatACM5fWNtQA8TVKEEKBMP5	1688850458820644	1688850458820644	\N	\N
20191224	1688850459165454	e2_AA4AgwayACMPzkurJ0SSzK91xjHdJ	1688850459165454	1688850459165454	\N	\N
20191224	1688850459165454	e2_AA4AgwayACMPzkurJ0SSzK91xjHdJ	1688850459165454	1688850459165454	\N	\N
20191224	1688850459165454	e2_AA4AgwayACMPzkurJ0SSzK91xjHdJ	1688850459165454	1688850459165454	\N	\N
20191224	1688850459165454	e2_AA4AgwayACMPzkurJ0SSzK91xjHdJ	1688850459165454	1688850459165454	\N	\N
20191224	1688850459165454	e2_AA4AgwayACM4Q0PShPxTYWRfZs7aE	1688850459165454	1688850459165454	\N	\N
20191224	1688850459165454	e2_AA4AgwayACM4Q0PShPxTYWRfZs7aE	1688850459165454	1688850459165454	\N	\N
20191224	1688850459165454	e2_AA4AgwayACM4Q0PShPxTYWRfZs7aE	1688850459165454	1688850459165454	\N	\N
