ds	vid	docid	20191224	20191225	20191226	20191227
20191223	1688850752337558		\N	\N	\N	1688850752337558
20191223	1688850752337558		\N	\N	\N	1688850752337558
20191223	1688850752458863		\N	\N	\N	\N
20191223	1688850752877234		1688850752877234	1688850752877234	1688850752877234	1688850752877234
20191223	1688850752877234		1688850752877234	1688850752877234	1688850752877234	1688850752877234
20191223	1688850752877234		1688850752877234	1688850752877234	1688850752877234	1688850752877234
20191223	1688850752877234		1688850752877234	1688850752877234	1688850752877234	1688850752877234
20191223	1688850752877234		1688850752877234	1688850752877234	1688850752877234	1688850752877234
20191223	1688850752877234		1688850752877234	1688850752877234	1688850752877234	1688850752877234
20191223	1688850752877234		1688850752877234	1688850752877234	1688850752877234	1688850752877234
20191223	1688850752877234		1688850752877234	1688850752877234	1688850752877234	1688850752877234
20191223	1688850752877234		1688850752877234	1688850752877234	1688850752877234	1688850752877234
20191223	1688850752877234		1688850752877234	1688850752877234	1688850752877234	1688850752877234
20191223	1688850752877234		1688850752877234	1688850752877234	1688850752877234	1688850752877234
20191223	1688850752877234		1688850752877234	1688850752877234	1688850752877234	1688850752877234
20191223	1688850752877234		1688850752877234	1688850752877234	1688850752877234	1688850752877234
20191223	1688850752877234		1688850752877234	1688850752877234	1688850752877234	1688850752877234
20191223	1688850752877234		1688850752877234	1688850752877234	1688850752877234	1688850752877234
20191223	1688850752877234		1688850752877234	1688850752877234	1688850752877234	1688850752877234
20191223	1688850752934930		1688850752934930	\N	\N	\N
20191223	1688850752937300		\N	\N	\N	\N
20191223	1688850753058364		\N	\N	\N	\N
20191223	1688850753075354		\N	\N	\N	\N
20191223	1688850753075575		\N	\N	\N	1688850753075575
20191223	1688850754628934		\N	\N	\N	1688850754628934
20191223	1688850754733069		\N	\N	\N	\N
20191224	1688850755306715		1688850755306715	\N	\N	\N
20191224	1688850757325309		1688850757325309	\N	\N	\N
20191223	1688850760693659		\N	\N	\N	\N
20191223	1688850761348904		\N	\N	\N	\N
20191224	1688850763376653		1688850763376653	\N	\N	\N
20191223	1688850763404346		\N	\N	\N	\N
20191223	1688850763408984		\N	\N	\N	\N
20191223	1688850763409066		\N	\N	\N	\N
20191223	1688850763934636		\N	\N	\N	\N
20191223	1688850763989080		1688850763989080	1688850763989080	1688850763989080	1688850763989080
20191223	1688850763989080		1688850763989080	1688850763989080	1688850763989080	1688850763989080
20191223	1688850763989080		1688850763989080	1688850763989080	1688850763989080	1688850763989080
20191223	1688850763989080		1688850763989080	1688850763989080	1688850763989080	1688850763989080
20191223	1688850763989080		1688850763989080	1688850763989080	1688850763989080	1688850763989080
20191223	1688850763989080		1688850763989080	1688850763989080	1688850763989080	1688850763989080
20191223	1688850763989080		1688850763989080	1688850763989080	1688850763989080	1688850763989080
20191223	1688850763989080		1688850763989080	1688850763989080	1688850763989080	1688850763989080
20191223	1688850763989080		1688850763989080	1688850763989080	1688850763989080	1688850763989080
20191223	1688850763989080		1688850763989080	1688850763989080	1688850763989080	1688850763989080
20191223	1688850763989080		1688850763989080	1688850763989080	1688850763989080	1688850763989080
20191223	1688850763989080		1688850763989080	1688850763989080	1688850763989080	1688850763989080
20191223	1688850763989080		1688850763989080	1688850763989080	1688850763989080	1688850763989080
20191223	1688850763989080		1688850763989080	1688850763989080	1688850763989080	1688850763989080
20191223	1688850763989080		1688850763989080	1688850763989080	1688850763989080	1688850763989080
20191223	1688850763989080		1688850763989080	1688850763989080	1688850763989080	1688850763989080
20191223	1688850763989114		1688850763989114	1688850763989114	\N	\N
20191223	1688850763989114		1688850763989114	1688850763989114	\N	\N
20191223	1688850763989114		1688850763989114	1688850763989114	\N	\N
20191223	1688850763989114		1688850763989114	1688850763989114	\N	\N
20191223	1688850763989120		1688850763989120	\N	1688850763989120	1688850763989120
20191223	1688850763989120		1688850763989120	\N	1688850763989120	1688850763989120
20191223	1688850763989120		1688850763989120	\N	1688850763989120	1688850763989120
20191223	1688850763989120		1688850763989120	\N	1688850763989120	1688850763989120
20191223	1688850763989120		1688850763989120	\N	1688850763989120	1688850763989120
20191223	1688850763989120		1688850763989120	\N	1688850763989120	1688850763989120
20191223	1688850763989120		1688850763989120	\N	1688850763989120	1688850763989120
20191223	1688850763989120		1688850763989120	\N	1688850763989120	1688850763989120
20191223	1688850763989889		\N	\N	1688850763989889	1688850763989889
20191223	1688850763989889		\N	\N	1688850763989889	1688850763989889
20191223	1688850763989889		\N	\N	1688850763989889	1688850763989889
20191223	1688850763989889		\N	\N	1688850763989889	1688850763989889
20191223	1688850763989890		\N	1688850763989890	1688850763989890	\N
20191223	1688850763989890		\N	1688850763989890	1688850763989890	\N
20191223	1688850763989890		\N	1688850763989890	1688850763989890	\N
20191223	1688850763989890		\N	1688850763989890	1688850763989890	\N
20191223	1688850763989891		\N	\N	1688850763989891	1688850763989891
20191223	1688850763989891		\N	\N	1688850763989891	1688850763989891
20191223	1688850763989891		\N	\N	1688850763989891	1688850763989891
20191223	1688850763989891		\N	\N	1688850763989891	1688850763989891
20191223	1688850763997887		\N	\N	\N	\N
20191224	1688850766295884		1688850766295884	\N	\N	\N
20191224	1688850767298835		1688850767298835	1688850767298835	\N	\N
20191223	1688850767299442		1688850767299442	\N	\N	\N
20191224	1688850767299743		1688850767299743	\N	\N	\N
20191224	1688850767299743		1688850767299743	\N	\N	\N
20191224	1688850767300173		1688850767300173	\N	1688850767300173	1688850767300173
20191223	1688850767351275		\N	\N	\N	\N
20191223	1688850767942780		\N	\N	\N	\N
20191224	1688850767959090		1688850767959090	1688850767959090	1688850767959090	1688850767959090
20191224	1688850767984027		1688850767984027	\N	1688850767984027	1688850767984027
20191224	1688850767984027		1688850767984027	\N	1688850767984027	1688850767984027
20191224	1688850767984027		1688850767984027	\N	1688850767984027	1688850767984027
20191224	1688850767984027		1688850767984027	\N	1688850767984027	1688850767984027
20191224	1688850767984027		1688850767984027	\N	1688850767984027	1688850767984027
20191224	1688850767984027		1688850767984027	\N	1688850767984027	1688850767984027
20191224	1688850767984027		1688850767984027	\N	1688850767984027	1688850767984027
20191224	1688850767984027		1688850767984027	\N	1688850767984027	1688850767984027
20191223	1688850768705232		\N	\N	\N	1688850768705232
20191223	1688850768705233		1688850768705233	1688850768705233	\N	\N
20191223	1688850768716311		1688850768716311	\N	\N	\N
20191224	1688850769598195		1688850769598195	\N	\N	\N
20191223	1688850769728207		\N	\N	\N	\N
20191223	1688850769741864		\N	\N	\N	\N
20191223	1688850772023822		\N	\N	1688850772023822	\N
20191223	1688850772280691		1688850772280691	1688850772280691	1688850772280691	1688850772280691
20191223	1688850772280699		1688850772280699	1688850772280699	1688850772280699	1688850772280699
20191223	1688850772317430		1688850772317430	1688850772317430	\N	1688850772317430
20191224	1688850773867234		1688850773867234	\N	\N	\N
20191223	1688850774295270		\N	1688850774295270	\N	\N
20191223	1688850774295270		\N	1688850774295270	\N	\N
20191224	1688850774298662		1688850774298662	\N	\N	\N
20191224	1688850774298662		1688850774298662	\N	\N	\N
20191224	1688850774362680		1688850774362680	\N	1688850774362680	\N
20191224	1688850774387519		1688850774387519	\N	\N	\N
20191224	1688850774389165		1688850774389165	\N	\N	\N
20191223	1688850774389932		\N	\N	\N	\N
20191224	1688850774390517		1688850774390517	\N	\N	\N
20191224	1688850774392710		1688850774392710	\N	\N	\N
20191223	1688850774395491		\N	\N	\N	\N
20191224	1688850774395839		1688850774395839	\N	\N	\N
20191224	1688850774395839		1688850774395839	\N	\N	\N
20191224	1688850774396308		1688850774396308	\N	\N	\N
20191223	1688850774398783		\N	\N	\N	\N
20191223	1688850774452642		\N	\N	\N	\N
20191224	1688850774482051		1688850774482051	\N	\N	\N
20191224	1688850774482051		1688850774482051	\N	\N	\N
20191224	1688850774558153		1688850774558153	\N	\N	\N
20191223	1688850774574532		1688850774574532	1688850774574532	1688850774574532	1688850774574532
20191224	1688850774601283		1688850774601283	\N	\N	\N
20191224	1688850774601283		1688850774601283	\N	\N	\N
20191224	1688850774603371		1688850774603371	\N	\N	\N
20191223	1688850774628562		\N	\N	\N	\N
20191223	1688850774628843		\N	\N	1688850774628843	\N
20191223	1688850774628843		\N	\N	1688850774628843	\N
20191224	1688850774641410		1688850774641410	\N	\N	\N
20191224	1688850774664121		1688850774664121	1688850774664121	1688850774664121	1688850774664121
20191223	1688850774673337		\N	1688850774673337	\N	\N
20191224	1688850774877124		1688850774877124	\N	\N	\N
20191224	1688850775050730		1688850775050730	\N	\N	\N
20191224	1688850775050730		1688850775050730	\N	\N	\N
20191223	1688850775107730		\N	\N	\N	\N
20191223	1688850775118572		\N	\N	\N	\N
20191223	1688850775145138		\N	\N	\N	1688850775145138
20191224	1688850775224306		1688850775224306	\N	\N	\N
20191224	1688850775225948		1688850775225948	1688850775225948	1688850775225948	\N
20191223	1688850775226828		1688850775226828	\N	\N	\N
20191223	1688850775244504		\N	\N	\N	\N
20191224	1688850775245938		1688850775245938	\N	\N	\N
20191224	1688850775249960		1688850775249960	\N	\N	\N
20191223	1688850775758760		\N	\N	\N	\N
20191224	1688850777841952		1688850777841952	\N	\N	\N
20191224	1688850777841952		1688850777841952	\N	\N	\N
20191224	1688850777843609		1688850777843609	\N	\N	\N
20191224	1688850778616152		1688850778616152	\N	\N	\N
20191224	1688850780369729		1688850780369729	1688850780369729	\N	\N
20191224	1688850780369729		1688850780369729	1688850780369729	\N	\N
20191224	1688850780693670		1688850780693670	\N	\N	\N
20191224	1688850780693670		1688850780693670	\N	\N	\N
20191223	1688850783583732		1688850783583732	\N	\N	\N
20191223	1688850784624001		\N	\N	\N	\N
20191224	1688850785483486		1688850785483486	1688850785483486	\N	\N
20191224	1688850785483486		1688850785483486	1688850785483486	\N	\N
20191224	1688850785483486		1688850785483486	1688850785483486	\N	\N
20191224	1688850785483486		1688850785483486	1688850785483486	\N	\N
20191223	1688850786526327		\N	\N	\N	\N
20191224	1688850786687182		1688850786687182	\N	\N	\N
20191224	1688850787352753		1688850787352753	1688850787352753	\N	\N
20191224	1688850787352753		1688850787352753	1688850787352753	\N	\N
20191224	1688850787352753		1688850787352753	1688850787352753	\N	\N
20191224	1688850787352753		1688850787352753	1688850787352753	\N	\N
20191223	1688850787353250		\N	\N	\N	\N
20191224	1688850787355125		1688850787355125	\N	\N	\N
20191223	1688850787359016		\N	\N	\N	\N
20191223	1688850787360992		\N	\N	\N	\N
20191224	1688850787363287		1688850787363287	\N	1688850787363287	1688850787363287
20191224	1688850787363287		1688850787363287	\N	1688850787363287	1688850787363287
20191224	1688850787363287		1688850787363287	\N	1688850787363287	1688850787363287
20191224	1688850787363287		1688850787363287	\N	1688850787363287	1688850787363287
20191224	1688850787399849		1688850787399849	\N	\N	\N
20191224	1688850787413074		1688850787413074	\N	\N	\N
20191223	1688850787447110		\N	\N	\N	\N
20191223	1688850787460466		\N	\N	\N	\N
20191223	1688850787605872		\N	\N	\N	\N
20191223	1688850787610740		\N	\N	\N	\N
20191224	1688850787682612		1688850787682612	\N	\N	\N
20191223	1688850788542387		1688850788542387	1688850788542387	\N	\N
20191223	1688850788542387		1688850788542387	1688850788542387	\N	\N
20191223	1688850789708952		\N	1688850789708952	\N	\N
20191223	1688850789717430		\N	\N	\N	\N
20191223	1688850790568099		\N	\N	\N	\N
20191223	1688850791530039		\N	\N	\N	1688850791530039
20191223	1688850792307216		1688850792307216	1688850792307216	1688850792307216	1688850792307216
20191223	1688850792307216		1688850792307216	1688850792307216	1688850792307216	1688850792307216
20191223	1688850792307216		1688850792307216	1688850792307216	1688850792307216	1688850792307216
20191223	1688850792307216		1688850792307216	1688850792307216	1688850792307216	1688850792307216
20191223	1688850792307216		1688850792307216	1688850792307216	1688850792307216	1688850792307216
20191223	1688850792307216		1688850792307216	1688850792307216	1688850792307216	1688850792307216
20191223	1688850792307216		1688850792307216	1688850792307216	1688850792307216	1688850792307216
20191223	1688850792307216		1688850792307216	1688850792307216	1688850792307216	1688850792307216
20191223	1688850792485690		1688850792485690	\N	\N	\N
20191223	1688850792485733		\N	\N	1688850792485733	\N
20191223	1688850792485733		\N	\N	1688850792485733	\N
20191224	1688850792485802		1688850792485802	\N	\N	\N
20191224	1688850792485822		1688850792485822	\N	\N	\N
20191223	1688850792494472		\N	\N	\N	\N
20191224	1688850792501532		1688850792501532	\N	\N	\N
20191223	1688850792628508		\N	\N	\N	\N
20191223	1688850792699600		\N	\N	\N	\N
20191223	1688850794299055		1688850794299055	\N	\N	\N
20191223	1688850794322623		1688850794322623	\N	\N	\N
20191223	1688850794322623		1688850794322623	\N	\N	\N
20191223	1688850794330392		1688850794330392	\N	\N	\N
20191224	1688850794330857		1688850794330857	\N	\N	\N
20191223	1688850794335090		\N	1688850794335090	1688850794335090	1688850794335090
20191223	1688850795031632		\N	\N	\N	\N
20191224	1688850795031633		1688850795031633	\N	1688850795031633	\N
20191223	1688850795221358		\N	\N	\N	1688850795221358
20191224	1688850795645342		1688850795645342	\N	\N	\N
20191223	1688850796561985		\N	\N	\N	1688850796561985
20191223	1688850796576637		1688850796576637	\N	1688850796576637	\N
20191224	1688850798593428		1688850798593428	\N	\N	\N
20191223	1688850799328089		\N	\N	\N	\N
20191224	1688850799556146		1688850799556146	1688850799556146	1688850799556146	\N
20191224	1688850799564602		1688850799564602	\N	\N	\N
20191223	1688850799566965		\N	1688850799566965	\N	\N
20191223	1688850799566965		\N	1688850799566965	\N	\N
20191223	1688850800517185		\N	\N	\N	\N
20191224	1688850801508947		1688850801508947	\N	\N	\N
20191224	1688850801508947		1688850801508947	\N	\N	\N
20191224	1688850801584891		1688850801584891	\N	\N	\N
20191223	1688850802417778		\N	\N	\N	\N
20191223	1688850802646185		\N	\N	\N	\N
20191224	1688850803642429		1688850803642429	\N	\N	\N
20191224	1688850803642429		1688850803642429	\N	\N	\N
20191223	1688850804523088		\N	\N	\N	\N
20191223	1688850805518320		\N	\N	\N	\N
20191224	1688850807323466		1688850807323466	1688850807323466	1688850807323466	\N
20191224	1688850807407544		1688850807407544	\N	\N	\N
20191224	1688850807407544		1688850807407544	\N	\N	\N
20191224	1688850807407548		1688850807407548	\N	\N	\N
20191224	1688850807407548		1688850807407548	\N	\N	\N
20191223	1688850807415362		1688850807415362	1688850807415362	\N	\N
20191223	1688850807415362		1688850807415362	1688850807415362	\N	\N
20191223	1688850807415362		1688850807415362	1688850807415362	\N	\N
20191223	1688850807415362		1688850807415362	1688850807415362	\N	\N
20191223	1688850807422361		1688850807422361	1688850807422361	\N	\N
20191223	1688850807422361		1688850807422361	1688850807422361	\N	\N
20191224	1688850810465186		1688850810465186	\N	\N	\N
20191223	1688850810514615		\N	\N	\N	\N
20191224	1688850810524292		1688850810524292	\N	\N	\N
20191224	1688850810759919		1688850810759919	\N	\N	\N
20191223	1688850810800932		\N	\N	\N	\N
20191223	1688850811692993		1688850811692993	1688850811692993	1688850811692993	1688850811692993
20191223	1688850811692993		1688850811692993	1688850811692993	1688850811692993	1688850811692993
20191223	1688850813914193		\N	1688850813914193	1688850813914193	1688850813914193
20191223	1688850814290869		\N	\N	\N	\N
20191224	1688850815289144		1688850815289144	\N	\N	\N
20191223	1688850815294474		1688850815294474	1688850815294474	\N	1688850815294474
20191223	1688850815294474		1688850815294474	1688850815294474	\N	1688850815294474
20191223	1688850815300831		\N	\N	\N	\N
20191223	1688850815301527		1688850815301527	1688850815301527	1688850815301527	1688850815301527
20191223	1688850815314603		1688850815314603	\N	1688850815314603	1688850815314603
20191224	1688850815339043		1688850815339043	\N	\N	1688850815339043
20191224	1688850815345269		1688850815345269	1688850815345269	\N	\N
20191224	1688850815466114		1688850815466114	\N	\N	\N
20191224	1688850815466114		1688850815466114	\N	\N	\N
20191223	1688850815660546		1688850815660546	1688850815660546	\N	\N
20191223	1688850815660546		1688850815660546	1688850815660546	\N	\N
20191224	1688850815661222		1688850815661222	\N	1688850815661222	1688850815661222
20191224	1688850817670245		1688850817670245	1688850817670245	\N	\N
20191224	1688850817673930		1688850817673930	\N	\N	\N
20191223	1688850817677597		\N	\N	\N	\N
20191223	1688850817677891		\N	\N	\N	\N
20191224	1688850818685970		1688850818685970	\N	\N	\N
20191223	1688850819694368		\N	\N	\N	\N
20191223	1688850819726822		\N	\N	\N	\N
20191223	1688850821712852		1688850821712852	\N	\N	\N
20191224	1688850823297694		1688850823297694	\N	\N	\N
20191224	1688850823532072		1688850823532072	\N	\N	\N
20191224	1688850828295770		1688850828295770	1688850828295770	\N	\N
20191224	1688850828295770		1688850828295770	1688850828295770	\N	\N
20191223	1688850828703175		1688850828703175	\N	1688850828703175	\N
20191224	1688850829358784		1688850829358784	\N	\N	1688850829358784
20191224	1688850829370037		1688850829370037	\N	\N	\N
20191223	1688850829370371		\N	\N	\N	\N
20191223	1688850829377222		\N	\N	\N	\N
20191223	1688850829749317		\N	1688850829749317	\N	\N
20191223	1688850829784768		\N	1688850829784768	\N	\N
20191224	1688850830317956		1688850830317956	1688850830317956	1688850830317956	\N
20191224	1688850830317956		1688850830317956	1688850830317956	1688850830317956	\N
20191224	1688850830317956		1688850830317956	1688850830317956	1688850830317956	\N
20191224	1688850830317956		1688850830317956	1688850830317956	1688850830317956	\N
20191223	1688850830368757		\N	\N	\N	\N
20191223	1688850834666677		1688850834666677	1688850834666677	1688850834666677	1688850834666677
20191223	1688850838272518		\N	\N	\N	\N
20191223	1688850838453508		\N	\N	\N	\N
20191223	1688850838836154		\N	\N	\N	\N
20191224	1688850839681571		1688850839681571	\N	\N	\N
20191224	1688850839681571		1688850839681571	\N	\N	\N
20191223	1688850839684119		1688850839684119	1688850839684119	1688850839684119	\N
20191224	1688850840388693		1688850840388693	\N	\N	\N
20191224	1688850841032408		1688850841032408	\N	\N	\N
20191224	1688850842686100		1688850842686100	\N	\N	1688850842686100
20191223	1688850843528203		\N	\N	\N	\N
20191223	1688850843650528		\N	\N	\N	\N
20191223	1688850845313858		\N	\N	\N	\N
20191223	1688850846471015		\N	1688850846471015	\N	1688850846471015
20191223	1688850846471015		\N	1688850846471015	\N	1688850846471015
20191223	1688850848788941		1688850848788941	\N	\N	\N
20191224	1688850849428868		1688850849428868	\N	\N	\N
20191223	1688850849477040		\N	\N	\N	\N
20191223	1688850849477253		\N	\N	\N	\N
20191224	1688850849699079		1688850849699079	\N	1688850849699079	\N
20191224	1688850849699079		1688850849699079	\N	1688850849699079	\N
20191224	1688850851555358		1688850851555358	1688850851555358	\N	1688850851555358
20191224	1688850851555358		1688850851555358	1688850851555358	\N	1688850851555358
20191224	1688850851555358		1688850851555358	1688850851555358	\N	1688850851555358
20191224	1688850851555358		1688850851555358	1688850851555358	\N	1688850851555358
20191224	1688850851628781		1688850851628781	1688850851628781	1688850851628781	\N
20191224	1688850851628781		1688850851628781	1688850851628781	1688850851628781	\N
20191224	1688850851628781		1688850851628781	1688850851628781	1688850851628781	\N
20191224	1688850851628781		1688850851628781	1688850851628781	1688850851628781	\N
20191224	1688850855307867		1688850855307867	\N	\N	\N
20191223	1688850855312459		1688850855312459	1688850855312459	1688850855312459	1688850855312459
20191223	1688850855312459		1688850855312459	1688850855312459	1688850855312459	1688850855312459
20191223	1688850855313974		1688850855313974	1688850855313974	1688850855313974	1688850855313974
20191223	1688850855313974		1688850855313974	1688850855313974	1688850855313974	1688850855313974
20191223	1688850855314003		\N	\N	\N	\N
20191223	1688850855481824		1688850855481824	1688850855481824	1688850855481824	1688850855481824
20191223	1688850855481824		1688850855481824	1688850855481824	1688850855481824	1688850855481824
20191224	1688850855532965		1688850855532965	\N	\N	\N
20191223	1688850855588375		\N	\N	\N	\N
20191223	1688850855690982		\N	\N	\N	\N
20191224	1688850855760740		1688850855760740	\N	\N	\N
20191224	1688850855760740		1688850855760740	\N	\N	\N
20191223	1688850856282376		\N	\N	\N	\N
20191223	1688850857589637		\N	\N	\N	\N
20191223	1688850857670704		\N	\N	\N	\N
20191224	1688850858095024		1688850858095024	1688850858095024	1688850858095024	1688850858095024
20191224	1688850858618549		1688850858618549	\N	\N	\N
20191224	1688850858618549		1688850858618549	\N	\N	\N
20191224	1688850858748408		1688850858748408	\N	\N	\N
20191224	1688850864335306		1688850864335306	\N	\N	\N
20191224	1688850865297142		1688850865297142	\N	\N	\N
20191223	1688850866303603		\N	\N	\N	\N
20191224	1688850866306140		1688850866306140	\N	\N	\N
20191223	1688850866347869		\N	1688850866347869	1688850866347869	1688850866347869
20191223	1688850866360701		\N	\N	\N	\N
20191224	1688850867393723		1688850867393723	1688850867393723	\N	\N
20191224	1688850867393723		1688850867393723	1688850867393723	\N	\N
20191224	1688850867393723		1688850867393723	1688850867393723	\N	\N
20191224	1688850867393723		1688850867393723	1688850867393723	\N	\N
20191223	1688850867402015		1688850867402015	1688850867402015	\N	\N
20191223	1688850867402015		1688850867402015	1688850867402015	\N	\N
20191223	1688850867402015		1688850867402015	1688850867402015	\N	\N
20191223	1688850867402015		1688850867402015	1688850867402015	\N	\N
20191224	1688850867402018		1688850867402018	1688850867402018	\N	\N
20191224	1688850867402018		1688850867402018	1688850867402018	\N	\N
20191224	1688850867402018		1688850867402018	1688850867402018	\N	\N
20191224	1688850867402018		1688850867402018	1688850867402018	\N	\N
20191223	1688850867434048		\N	\N	\N	\N
20191224	1688850867439379		1688850867439379	\N	\N	\N
20191224	1688850867439379		1688850867439379	\N	\N	\N
20191224	1688850867439379		1688850867439379	\N	\N	\N
20191223	1688850868428785		1688850868428785	\N	\N	\N
20191224	1688850871456786		1688850871456786	\N	\N	\N
20191223	1688850871575683		1688850871575683	\N	\N	\N
20191223	1688850874306800		\N	1688850874306800	\N	1688850874306800
20191223	1688850874338085		\N	\N	\N	\N
20191223	1688850875362777		\N	\N	\N	\N
20191223	1688850876383196		\N	\N	\N	\N
20191224	1688850876398783		1688850876398783	\N	1688850876398783	1688850876398783
20191223	1688850876465783		\N	\N	\N	\N
20191224	1688850876575069		1688850876575069	\N	\N	\N
20191223	1688850878508848		\N	\N	\N	\N
20191223	1688850880376475		1688850880376475	\N	\N	\N
20191223	1688850880376475		1688850880376475	\N	\N	\N
20191224	1688850882279249		1688850882279249	\N	\N	\N
20191224	1688850882279249		1688850882279249	\N	\N	\N
20191223	1688850882320976		\N	\N	\N	\N
20191223	1688850882414823		\N	\N	\N	\N
20191223	1688850885466001		\N	\N	\N	\N
20191223	1688850885475374		1688850885475374	\N	1688850885475374	\N
20191224	1688850885579578		1688850885579578	\N	\N	\N
20191223	1688850885787250		\N	\N	\N	\N
20191224	1688850886662170		1688850886662170	\N	1688850886662170	1688850886662170
20191224	1688850886662170		1688850886662170	\N	1688850886662170	1688850886662170
20191223	1688850887403536		1688850887403536	\N	\N	\N
20191224	1688850888472366		1688850888472366	\N	\N	\N
20191223	1688850889393281		1688850889393281	\N	1688850889393281	\N
20191224	1688850889393322		1688850889393322	\N	\N	\N
20191224	1688850889393322		1688850889393322	\N	\N	\N
20191223	1688850891302776		\N	\N	\N	\N
20191223	1688850892418729		\N	\N	\N	\N
20191223	1688850892467430		\N	\N	\N	\N
20191224	1688850893360620		1688850893360620	\N	\N	\N
20191223	1688850893364244		\N	\N	\N	\N
20191223	1688850893404601		\N	\N	\N	\N
20191223	1688850893479071		\N	\N	\N	\N
20191223	1688850895348959		\N	\N	\N	\N
20191223	1688850896737646		\N	\N	\N	\N
20191224	1688850897622588		1688850897622588	\N	\N	\N
20191224	1688850899289930		1688850899289930	\N	\N	\N
20191224	1688850899289930		1688850899289930	\N	\N	\N
20191223	1688850900280420		\N	\N	\N	\N
20191224	1688850900318467		1688850900318467	\N	1688850900318467	\N
20191224	1688850900673066		1688850900673066	1688850900673066	\N	1688850900673066
20191224	1688850900673066		1688850900673066	1688850900673066	\N	1688850900673066
20191224	1688850900674638		1688850900674638	\N	\N	\N
20191224	1688850900674638		1688850900674638	\N	\N	\N
20191224	1688850902731131		1688850902731131	\N	\N	\N
20191224	1688850902731131		1688850902731131	\N	\N	\N
20191223	1688850903321229		1688850903321229	\N	\N	1688850903321229
20191223	1688850904553091		\N	\N	\N	\N
20191223	1688850904722452		\N	\N	\N	\N
20191223	1688850904722724		\N	\N	\N	\N
20191224	1688850904726664		1688850904726664	\N	\N	\N
20191223	1688850906481124		\N	\N	\N	\N
20191224	1688850907763043		1688850907763043	\N	\N	\N
20191224	1688850909636593		1688850909636593	1688850909636593	\N	\N
20191223	1688850910325664		\N	\N	\N	\N
20191224	1688850910325703		1688850910325703	\N	\N	\N
20191223	1688850910564636		\N	\N	\N	\N
20191223	1688850914498211		1688850914498211	1688850914498211	\N	\N
20191223	1688850914498211		1688850914498211	1688850914498211	\N	\N
20191223	1688850914498211		1688850914498211	1688850914498211	\N	\N
20191223	1688850914498211		1688850914498211	1688850914498211	\N	\N
20191223	1688850914820282		\N	\N	\N	\N
20191223	1688850915703975		\N	\N	\N	\N
20191223	1688850917283507		1688850917283507	1688850917283507	\N	\N
20191223	1688850917283507		1688850917283507	1688850917283507	\N	\N
20191223	1688850917283507		1688850917283507	1688850917283507	\N	\N
20191223	1688850917283507		1688850917283507	1688850917283507	\N	\N
20191224	1688850917283555		1688850917283555	1688850917283555	1688850917283555	\N
20191224	1688850917283555		1688850917283555	1688850917283555	1688850917283555	\N
20191224	1688850917283555		1688850917283555	1688850917283555	1688850917283555	\N
20191224	1688850917283555		1688850917283555	1688850917283555	1688850917283555	\N
20191224	1688850917283555		1688850917283555	1688850917283555	1688850917283555	\N
20191224	1688850917283555		1688850917283555	1688850917283555	1688850917283555	\N
20191224	1688850917283555		1688850917283555	1688850917283555	1688850917283555	\N
20191224	1688850917283555		1688850917283555	1688850917283555	1688850917283555	\N
20191224	1688850917283555		1688850917283555	1688850917283555	1688850917283555	\N
20191224	1688850917283555		1688850917283555	1688850917283555	1688850917283555	\N
20191224	1688850917283555		1688850917283555	1688850917283555	1688850917283555	\N
20191224	1688850917283555		1688850917283555	1688850917283555	1688850917283555	\N
20191224	1688850917289124		1688850917289124	1688850917289124	\N	\N
20191224	1688850917289124		1688850917289124	1688850917289124	\N	\N
20191224	1688850917289124		1688850917289124	1688850917289124	\N	\N
20191224	1688850917289124		1688850917289124	1688850917289124	\N	\N
20191224	1688850917290514		1688850917290514	1688850917290514	\N	\N
20191224	1688850917290514		1688850917290514	1688850917290514	\N	\N
20191224	1688850917290514		1688850917290514	1688850917290514	\N	\N
20191224	1688850917290514		1688850917290514	1688850917290514	\N	\N
20191224	1688850917294316		1688850917294316	\N	\N	\N
20191224	1688850917294316		1688850917294316	\N	\N	\N
20191224	1688850917328573		1688850917328573	\N	\N	\N
20191224	1688850917328573		1688850917328573	\N	\N	\N
20191224	1688850917612025		1688850917612025	\N	\N	\N
20191224	1688850917612025		1688850917612025	\N	\N	\N
20191223	1688850917612209		1688850917612209	1688850917612209	\N	1688850917612209
20191223	1688850917612209		1688850917612209	1688850917612209	\N	1688850917612209
20191223	1688850917612209		1688850917612209	1688850917612209	\N	1688850917612209
20191223	1688850917612209		1688850917612209	1688850917612209	\N	1688850917612209
20191223	1688850917612209		1688850917612209	1688850917612209	\N	1688850917612209
20191223	1688850917612209		1688850917612209	1688850917612209	\N	1688850917612209
20191223	1688850917612209		1688850917612209	1688850917612209	\N	1688850917612209
20191223	1688850917612209		1688850917612209	1688850917612209	\N	1688850917612209
20191223	1688850917685262		1688850917685262	\N	1688850917685262	1688850917685262
20191223	1688850917685262		1688850917685262	\N	1688850917685262	1688850917685262
20191223	1688850917685262		1688850917685262	\N	1688850917685262	1688850917685262
20191223	1688850917685262		1688850917685262	\N	1688850917685262	1688850917685262
20191223	1688850917685262		1688850917685262	\N	1688850917685262	1688850917685262
20191223	1688850917685262		1688850917685262	\N	1688850917685262	1688850917685262
20191223	1688850917685262		1688850917685262	\N	1688850917685262	1688850917685262
20191223	1688850917685262		1688850917685262	\N	1688850917685262	1688850917685262
